Lokacija|BrojSoba|Mesec|Datum|ProsecnaCena
Grocka|1|001|01/01/2018|712.8299999999999
Grocka|1|002|02/01/2018|680.7049999999999
Grocka|1|003|03/01/2018|679.7666666666668
Grocka|1|004|04/01/2018|680.59
Grocka|1|005|05/01/2018|687.425
Grocka|1|006|06/01/2018|707.9649999999999
Grocka|1|007|07/01/2018|691.13
Grocka|1|008|08/01/2018|677.7733333333334
Grocka|1|009|09/01/2018|670.985
Grocka|1|010|10/01/2018|713.7033333333334
Grocka|1|011|11/01/2018|737.18
Grocka|1|012|12/01/2018|692.675
Grocka|1|101|01/01/2019|741.5466666666666
Grocka|1|102|02/01/2019|736.79
Grocka|1|103|03/01/2019|681.5
Grocka|1|104|04/01/2019|680.2366666666667
Grocka|1|105|05/01/2019|668.4
Grocka|1|106|06/01/2019|663.98
Grocka|1|107|07/01/2019|651.13
Grocka|1|108|08/01/2019|626.63
Grocka|1|109|09/01/2019|636.29
Grocka|1|110|10/01/2019|659.5133333333333
Grocka|1|111|11/01/2019|635.34
Grocka|1|112|12/01/2019|636.365
Grocka|1|201|01/01/2020|651.48
Grocka|1|202|02/01/2020|674.245
Grocka|1|203|03/01/2020|782.8266666666667
Grocka|1|204|04/01/2020|0
Grocka|1|205|05/01/2020|863.455
Grocka|1|206|06/01/2020|787.0799999999999
Grocka|1|207|07/01/2020|821.39
Grocka|1|208|08/01/2020|807.9200000000001
Grocka|1|209|09/01/2020|765.5133333333333
Grocka|1|210|10/01/2020|721.82
Grocka|1|211|11/01/2020|840.13
Grocka|1|212|12/01/2020|900.615
Grocka|1|301|01/01/2021|906.185
Grocka|1|302|02/01/2021|946.39
Grocka|1|303|03/01/2021|984.3699999999999
Grocka|1|304|04/01/2021|976.9200000000001
Grocka|1|305|05/01/2021|728.5699999999999
Grocka|1|306|06/01/2021|799.185
Grocka|1|307|07/01/2021|784.42
Grocka|1|308|08/01/2021|785.36
Grocka|1|309|09/01/2021|827.8299999999999
Grocka|1|310|10/01/2021|806.02
Grocka|1|311|11/01/2021|791.4
Grocka|1|312|12/01/2021|818.025
Grocka|1|401|01/01/2022|835.02
Grocka|1|402|02/01/2022|970.94
Grocka|1|403|03/01/2022|935.8366666666666
Grocka|1|404|04/01/2022|991.79
Grocka|1|405|05/01/2022|1076.9650000000001
Grocka|1|406|06/01/2022|1100.63
Grocka|1|407|07/01/2022|1125.99
Grocka|1|408|08/01/2022|1108.2933333333333
Grocka|1|409|09/01/2022|1241.255
Grocka|1|410|10/01/2022|1226.8049999999998
Grocka|1|411|11/01/2022|1212.075
Grocka|1|412|12/01/2022|1247.805
Grocka|1|501|01/01/2023|1239.2666666666667
Grocka|1|502|02/01/2023|1479.825
Grocka|1|503|03/01/2023|0
Grocka|1|504|04/01/2023|754.385
Grocka|1|505|05/01/2023|1345.4299999999998
Grocka|1|506|06/01/2023|1017.395
Grocka|1.5|001|01/01/2018|666.735
Grocka|1.5|002|02/01/2018|672.78
Grocka|1.5|003|03/01/2018|623.6466666666666
Grocka|1.5|004|04/01/2018|625.7149999999999
Grocka|1.5|005|05/01/2018|667.4549999999999
Grocka|1.5|006|06/01/2018|642.6600000000001
Grocka|1.5|007|07/01/2018|624.56
Grocka|1.5|008|08/01/2018|633.59
Grocka|1.5|009|09/01/2018|613.075
Grocka|1.5|010|10/01/2018|655.7966666666667
Grocka|1.5|011|11/01/2018|743.81
Grocka|1.5|012|12/01/2018|717.79
Grocka|1.5|101|01/01/2019|741.9200000000001
Grocka|1.5|102|02/01/2019|779.5033333333334
Grocka|1.5|103|03/01/2019|749.8
Grocka|1.5|104|04/01/2019|739.7333333333332
Grocka|1.5|105|05/01/2019|738.645
Grocka|1.5|106|06/01/2019|764.645
Grocka|1.5|107|07/01/2019|741.71
Grocka|1.5|108|08/01/2019|787.2650000000001
Grocka|1.5|109|09/01/2019|774.01
Grocka|1.5|110|10/01/2019|787.3633333333333
Grocka|1.5|111|11/01/2019|767.915
Grocka|1.5|112|12/01/2019|795.4300000000001
Grocka|1.5|201|01/01/2020|806.235
Grocka|1.5|202|02/01/2020|803.34
Grocka|1.5|203|03/01/2020|812.6666666666666
Grocka|1.5|204|04/01/2020|825.325
Grocka|1.5|205|05/01/2020|870.5350000000001
Grocka|1.5|206|06/01/2020|877.92
Grocka|1.5|207|07/01/2020|913.125
Grocka|1.5|208|08/01/2020|908.865
Grocka|1.5|209|09/01/2020|913.1166666666667
Grocka|1.5|210|10/01/2020|897.7049999999999
Grocka|1.5|211|11/01/2020|881.165
Grocka|1.5|212|12/01/2020|875.8299999999999
Grocka|1.5|301|01/01/2021|883.99
Grocka|1.5|302|02/01/2021|881.38
Grocka|1.5|303|03/01/2021|907.6133333333333
Grocka|1.5|304|04/01/2021|0
Grocka|1.5|305|05/01/2021|0
Grocka|1.5|306|06/01/2021|947.47
Grocka|1.5|307|07/01/2021|933.755
Grocka|1.5|308|08/01/2021|941.2800000000001
Grocka|1.5|309|09/01/2021|990.285
Grocka|1.5|310|10/01/2021|1026.34
Grocka|1.5|311|11/01/2021|1023.6400000000001
Grocka|1.5|312|12/01/2021|1011.5600000000001
Grocka|1.5|401|01/01/2022|996.515
Grocka|1.5|402|02/01/2022|1012.735
Grocka|1.5|403|03/01/2022|1071.61
Grocka|1.5|404|04/01/2022|1067.06
Grocka|1.5|405|05/01/2022|1135.0700000000002
Grocka|1.5|406|06/01/2022|1098.2649999999999
Grocka|1.5|407|07/01/2022|1192.375
Grocka|1.5|408|08/01/2022|1113.256666666667
Grocka|1.5|409|09/01/2022|1026.935
Grocka|1.5|410|10/01/2022|1189.565
Grocka|1.5|411|11/01/2022|1032.635
Grocka|1.5|412|12/01/2022|1307.865
Grocka|1.5|501|01/01/2023|1386.0566666666666
Grocka|1.5|502|02/01/2023|1362.9
Grocka|1.5|503|03/01/2023|0
Grocka|1.5|504|04/01/2023|1439.87
Grocka|1.5|505|05/01/2023|1471.335
Grocka|1.5|506|06/01/2023|1443.995
Grocka|2|001|01/01/2018|609.89
Grocka|2|002|02/01/2018|617.905
Grocka|2|003|03/01/2018|622.5366666666667
Grocka|2|004|04/01/2018|620.37
Grocka|2|005|05/01/2018|607.4549999999999
Grocka|2|006|06/01/2018|631.6949999999999
Grocka|2|007|07/01/2018|641.21
Grocka|2|008|08/01/2018|636.7333333333332
Grocka|2|009|09/01/2018|649.48
Grocka|2|010|10/01/2018|657.9433333333334
Grocka|2|011|11/01/2018|662.39
Grocka|2|012|12/01/2018|649.2650000000001
Grocka|2|101|01/01/2019|672.9666666666667
Grocka|2|102|02/01/2019|685.1966666666667
Grocka|2|103|03/01/2019|646.065
Grocka|2|104|04/01/2019|653.9566666666668
Grocka|2|105|05/01/2019|643.17
Grocka|2|106|06/01/2019|633.1600000000001
Grocka|2|107|07/01/2019|606.7950000000001
Grocka|2|108|08/01/2019|607.51
Grocka|2|109|09/01/2019|617.395
Grocka|2|110|10/01/2019|677.3866666666667
Grocka|2|111|11/01/2019|683.45
Grocka|2|112|12/01/2019|681.64
Grocka|2|201|01/01/2020|722.96
Grocka|2|202|02/01/2020|718
Grocka|2|203|03/01/2020|716.0666666666666
Grocka|2|204|04/01/2020|743.465
Grocka|2|205|05/01/2020|777.7149999999999
Grocka|2|206|06/01/2020|752.825
Grocka|2|207|07/01/2020|790.0550000000001
Grocka|2|208|08/01/2020|775.585
Grocka|2|209|09/01/2020|771.9366666666666
Grocka|2|210|10/01/2020|758.62
Grocka|2|211|11/01/2020|797.405
Grocka|2|212|12/01/2020|808.71
Grocka|2|301|01/01/2021|797.575
Grocka|2|302|02/01/2021|796.44
Grocka|2|303|03/01/2021|797.9233333333333
Grocka|2|304|04/01/2021|799.9300000000001
Grocka|2|305|05/01/2021|815.22
Grocka|2|306|06/01/2021|837.98
Grocka|2|307|07/01/2021|832.095
Grocka|2|308|08/01/2021|827.2433333333333
Grocka|2|309|09/01/2021|864.81
Grocka|2|310|10/01/2021|845.5799999999999
Grocka|2|311|11/01/2021|905.53
Grocka|2|312|12/01/2021|885.56
Grocka|2|401|01/01/2022|923.36
Grocka|2|402|02/01/2022|942.8299999999999
Grocka|2|403|03/01/2022|953.1766666666667
Grocka|2|404|04/01/2022|1033.425
Grocka|2|405|05/01/2022|1018.51
Grocka|2|406|06/01/2022|1017.0050000000001
Grocka|2|407|07/01/2022|1059.835
Grocka|2|408|08/01/2022|1163.34
Grocka|2|409|09/01/2022|1168.17
Grocka|2|410|10/01/2022|1139.7150000000001
Grocka|2|411|11/01/2022|1081.855
Grocka|2|412|12/01/2022|1121.3049999999998
Grocka|2|501|01/01/2023|1133.9833333333333
Grocka|2|502|02/01/2023|1168.0149999999999
Grocka|2|503|03/01/2023|0
Grocka|2|504|04/01/2023|1346.5749999999998
Grocka|2|505|05/01/2023|1382.715
Grocka|2|506|06/01/2023|1389.865
Grocka|2.5|001|01/01/2018|663.075
Grocka|2.5|002|02/01/2018|630.025
Grocka|2.5|003|03/01/2018|648.8933333333334
Grocka|2.5|004|04/01/2018|634.61
Grocka|2.5|005|05/01/2018|613.96
Grocka|2.5|006|06/01/2018|648.0250000000001
Grocka|2.5|007|07/01/2018|673.45
Grocka|2.5|008|08/01/2018|609.5866666666667
Grocka|2.5|009|09/01/2018|661.28
Grocka|2.5|010|10/01/2018|677.5333333333333
Grocka|2.5|011|11/01/2018|679.55
Grocka|2.5|012|12/01/2018|692.3399999999999
Grocka|2.5|101|01/01/2019|730.0066666666667
Grocka|2.5|102|02/01/2019|725.4000000000001
Grocka|2.5|103|03/01/2019|685.165
Grocka|2.5|104|04/01/2019|663.4133333333333
Grocka|2.5|105|05/01/2019|688.38
Grocka|2.5|106|06/01/2019|704.04
Grocka|2.5|107|07/01/2019|728.36
Grocka|2.5|108|08/01/2019|759.8599999999999
Grocka|2.5|109|09/01/2019|771.46
Grocka|2.5|110|10/01/2019|789.5733333333334
Grocka|2.5|111|11/01/2019|676.345
Grocka|2.5|112|12/01/2019|749.47
Grocka|2.5|201|01/01/2020|763.53
Grocka|2.5|202|02/01/2020|749.92
Grocka|2.5|203|03/01/2020|776.3366666666666
Grocka|2.5|204|04/01/2020|815.145
Grocka|2.5|205|05/01/2020|823.765
Grocka|2.5|206|06/01/2020|822.815
Grocka|2.5|207|07/01/2020|865.365
Grocka|2.5|208|08/01/2020|889.5899999999999
Grocka|2.5|209|09/01/2020|892.8366666666667
Grocka|2.5|210|10/01/2020|886.6949999999999
Grocka|2.5|211|11/01/2020|893.0799999999999
Grocka|2.5|212|12/01/2020|890.685
Grocka|2.5|301|01/01/2021|887.475
Grocka|2.5|302|02/01/2021|901.01
Grocka|2.5|303|03/01/2021|882.6566666666668
Grocka|2.5|304|04/01/2021|899.8050000000001
Grocka|2.5|305|05/01/2021|904.315
Grocka|2.5|306|06/01/2021|887.8199999999999
Grocka|2.5|307|07/01/2021|878.015
Grocka|2.5|308|08/01/2021|893.46
Grocka|2.5|309|09/01/2021|959.185
Grocka|2.5|310|10/01/2021|944.06
Grocka|2.5|311|11/01/2021|964.0999999999999
Grocka|2.5|312|12/01/2021|1038.115
Grocka|2.5|401|01/01/2022|1035.31
Grocka|2.5|402|02/01/2022|1045.9450000000002
Grocka|2.5|403|03/01/2022|1119.9433333333334
Grocka|2.5|404|04/01/2022|1126.8049999999998
Grocka|2.5|405|05/01/2022|1184.605
Grocka|2.5|406|06/01/2022|1146.365
Grocka|2.5|407|07/01/2022|1192.355
Grocka|2.5|408|08/01/2022|1232.4733333333334
Grocka|2.5|409|09/01/2022|1219.17
Grocka|2.5|410|10/01/2022|1249.2350000000001
Grocka|2.5|411|11/01/2022|1192.255
Grocka|2.5|412|12/01/2022|1285.3049999999998
Grocka|2.5|501|01/01/2023|1201.4933333333333
Grocka|2.5|502|02/01/2023|1291.88
Grocka|2.5|503|03/01/2023|0
Grocka|2.5|504|04/01/2023|1396.7350000000001
Grocka|2.5|505|05/01/2023|1408.6100000000001
Grocka|2.5|506|06/01/2023|1386.19
Grocka|3|001|01/01/2018|552.06
Grocka|3|002|02/01/2018|543.395
Grocka|3|003|03/01/2018|541.0366666666666
Grocka|3|004|04/01/2018|547.425
Grocka|3|005|05/01/2018|543.22
Grocka|3|006|06/01/2018|506.54999999999995
Grocka|3|007|07/01/2018|560.315
Grocka|3|008|08/01/2018|588.9
Grocka|3|009|09/01/2018|600.05
Grocka|3|010|10/01/2018|658.7166666666667
Grocka|3|011|11/01/2018|697.34
Grocka|3|012|12/01/2018|704.7850000000001
Grocka|3|101|01/01/2019|696.1933333333333
Grocka|3|102|02/01/2019|694.5033333333334
Grocka|3|103|03/01/2019|686.975
Grocka|3|104|04/01/2019|677.4466666666667
Grocka|3|105|05/01/2019|670.475
Grocka|3|106|06/01/2019|662.7950000000001
Grocka|3|107|07/01/2019|670.905
Grocka|3|108|08/01/2019|678.6700000000001
Grocka|3|109|09/01/2019|686.48
Grocka|3|110|10/01/2019|667.04
Grocka|3|111|11/01/2019|686.94
Grocka|3|112|12/01/2019|647.59
Grocka|3|201|01/01/2020|643.885
Grocka|3|202|02/01/2020|628.6949999999999
Grocka|3|203|03/01/2020|693.54
Grocka|3|204|04/01/2020|675.675
Grocka|3|205|05/01/2020|669.0150000000001
Grocka|3|206|06/01/2020|711.54
Grocka|3|207|07/01/2020|719.05
Grocka|3|208|08/01/2020|733.96
Grocka|3|209|09/01/2020|749.4033333333333
Grocka|3|210|10/01/2020|802.895
Grocka|3|211|11/01/2020|830.52
Grocka|3|212|12/01/2020|844.5799999999999
Grocka|3|301|01/01/2021|834.125
Grocka|3|302|02/01/2021|836.25
Grocka|3|303|03/01/2021|859.23
Grocka|3|304|04/01/2021|876.23
Grocka|3|305|05/01/2021|847.09
Grocka|3|306|06/01/2021|802.815
Grocka|3|307|07/01/2021|862.445
Grocka|3|308|08/01/2021|878.6633333333333
Grocka|3|309|09/01/2021|898.14
Grocka|3|310|10/01/2021|891.61
Grocka|3|311|11/01/2021|888.9200000000001
Grocka|3|312|12/01/2021|886.685
Grocka|3|401|01/01/2022|855.45
Grocka|3|402|02/01/2022|851.605
Grocka|3|403|03/01/2022|832.41
Grocka|3|404|04/01/2022|910.42
Grocka|3|405|05/01/2022|919.6500000000001
Grocka|3|406|06/01/2022|968.125
Grocka|3|407|07/01/2022|995.625
Grocka|3|408|08/01/2022|1023.5533333333333
Grocka|3|409|09/01/2022|957.9300000000001
Grocka|3|410|10/01/2022|1042.365
Grocka|3|411|11/01/2022|1057.435
Grocka|3|412|12/01/2022|997.355
Grocka|3|501|01/01/2023|1025.48
Grocka|3|502|02/01/2023|1186.93
Grocka|3|503|03/01/2023|0
Grocka|3|504|04/01/2023|1186.855
Grocka|3|505|05/01/2023|1166.6100000000001
Grocka|3|506|06/01/2023|1207.125
Grocka|3.5|001|01/01/2018|0
Grocka|3.5|002|02/01/2018|0
Grocka|3.5|003|03/01/2018|0
Grocka|3.5|004|04/01/2018|520.41
Grocka|3.5|005|05/01/2018|512.76
Grocka|3.5|006|06/01/2018|516.585
Grocka|3.5|007|07/01/2018|520.41
Grocka|3.5|008|08/01/2018|525.04
Grocka|3.5|009|09/01/2018|534.3
Grocka|3.5|010|10/01/2018|534.3
Grocka|3.5|011|11/01/2018|534.3
Grocka|3.5|012|12/01/2018|534.3
Grocka|3.5|101|01/01/2019|535.6866666666666
Grocka|3.5|102|02/01/2019|555.5500000000001
Grocka|3.5|103|03/01/2019|556.27
Grocka|3.5|104|04/01/2019|555.05
Grocka|3.5|105|05/01/2019|532.735
Grocka|3.5|106|06/01/2019|513.52
Grocka|3.5|107|07/01/2019|607.5699999999999
Grocka|3.5|108|08/01/2019|598.76
Grocka|3.5|109|09/01/2019|598.76
Grocka|3.5|110|10/01/2019|595.24
Grocka|3.5|111|11/01/2019|553.395
Grocka|3.5|112|12/01/2019|593.48
Grocka|3.5|201|01/01/2020|550.41
Grocka|3.5|202|02/01/2020|502.37
Grocka|3.5|203|03/01/2020|532.2800000000001
Grocka|3.5|204|04/01/2020|538.46
Grocka|3.5|205|05/01/2020|552.735
Grocka|3.5|206|06/01/2020|455.345
Grocka|3.5|207|07/01/2020|350.69
Grocka|3.5|208|08/01/2020|357.635
Grocka|3.5|209|09/01/2020|411.3999999999999
Grocka|3.5|210|10/01/2020|449.53499999999997
Grocka|3.5|211|11/01/2020|604.005
Grocka|3.5|212|12/01/2020|509.32
Grocka|3.5|301|01/01/2021|514.255
Grocka|3.5|302|02/01/2021|529.9300000000001
Grocka|3.5|303|03/01/2021|518.45
Grocka|3.5|304|04/01/2021|549.1700000000001
Grocka|3.5|305|05/01/2021|543.9100000000001
Grocka|3.5|306|06/01/2021|620.15
Grocka|3.5|307|07/01/2021|678.73
Grocka|3.5|308|08/01/2021|742.6733333333333
Grocka|3.5|309|09/01/2021|868.77
Grocka|3.5|310|10/01/2021|866.98
Grocka|3.5|311|11/01/2021|853.665
Grocka|3.5|312|12/01/2021|928.625
Grocka|3.5|401|01/01/2022|840.03
Grocka|3.5|402|02/01/2022|876.31
Grocka|3.5|403|03/01/2022|740.2766666666666
Grocka|3.5|404|04/01/2022|805.005
Grocka|3.5|405|05/01/2022|1042.435
Grocka|3.5|406|06/01/2022|1129.975
Grocka|3.5|407|07/01/2022|1172.37
Grocka|3.5|408|08/01/2022|1049.9066666666668
Grocka|3.5|409|09/01/2022|1071.165
Grocka|3.5|410|10/01/2022|1113.63
Grocka|3.5|411|11/01/2022|1242.48
Grocka|3.5|412|12/01/2022|1242.48
Grocka|3.5|501|01/01/2023|0
Grocka|3.5|502|02/01/2023|0
Grocka|3.5|503|03/01/2023|0
Grocka|3.5|504|04/01/2023|1462.575
Grocka|3.5|505|05/01/2023|1372.52
Grocka|3.5|506|06/01/2023|1399.835
Grocka|4|001|01/01/2018|631.2950000000001
Grocka|4|002|02/01/2018|617.69
Grocka|4|003|03/01/2018|608.6700000000001
Grocka|4|004|04/01/2018|593.37
Grocka|4|005|05/01/2018|593.37
Grocka|4|006|06/01/2018|633.285
Grocka|4|007|07/01/2018|633.285
Grocka|4|008|08/01/2018|616.3133333333334
Grocka|4|009|09/01/2018|586.36
Grocka|4|010|10/01/2018|594
Grocka|4|011|11/01/2018|627.13
Grocka|4|012|12/01/2018|680.825
Grocka|4|101|01/01/2019|625.3233333333333
Grocka|4|102|02/01/2019|636.01
Grocka|4|103|03/01/2019|695.31
Grocka|4|104|04/01/2019|667.5233333333333
Grocka|4|105|05/01/2019|628.96
Grocka|4|106|06/01/2019|612.155
Grocka|4|107|07/01/2019|595.35
Grocka|4|108|08/01/2019|668.08
Grocka|4|109|09/01/2019|631.715
Grocka|4|110|10/01/2019|586.1433333333333
Grocka|4|111|11/01/2019|567.73
Grocka|4|112|12/01/2019|522.39
Grocka|4|201|01/01/2020|522.39
Grocka|4|202|02/01/2020|582.8050000000001
Grocka|4|203|03/01/2020|554.7633333333333
Grocka|4|204|04/01/2020|532.79
Grocka|4|205|05/01/2020|527.64
Grocka|4|206|06/01/2020|497.49
Grocka|4|207|07/01/2020|461.23
Grocka|4|208|08/01/2020|458
Grocka|4|209|09/01/2020|459.08
Grocka|4|210|10/01/2020|475.975
Grocka|4|211|11/01/2020|483.53
Grocka|4|212|12/01/2020|478.49
Grocka|4|301|01/01/2021|470.07
Grocka|4|302|02/01/2021|470.07
Grocka|4|303|03/01/2021|470.07
Grocka|4|304|04/01/2021|560.635
Grocka|4|305|05/01/2021|535.1
Grocka|4|306|06/01/2021|598.615
Grocka|4|307|07/01/2021|663.5799999999999
Grocka|4|308|08/01/2021|645.6066666666667
Grocka|4|309|09/01/2021|621.575
Grocka|4|310|10/01/2021|611.485
Grocka|4|311|11/01/2021|607.765
Grocka|4|312|12/01/2021|599.23
Grocka|4|401|01/01/2022|652.645
Grocka|4|402|02/01/2022|786.8499999999999
Grocka|4|403|03/01/2022|833.5033333333332
Grocka|4|404|04/01/2022|887.79
Grocka|4|405|05/01/2022|775.6
Grocka|4|406|06/01/2022|625
Grocka|4|407|07/01/2022|789.47
Grocka|4|408|08/01/2022|487.1666666666667
Grocka|4|409|09/01/2022|518.4
Grocka|4|410|10/01/2022|546.48
Grocka|4|411|11/01/2022|556.16
Grocka|4|412|12/01/2022|579.935
Grocka|4|501|01/01/2023|620.4899999999999
Grocka|4|502|02/01/2023|692.27
Grocka|4|503|03/01/2023|0
Grocka|4|504|04/01/2023|702.6949999999999
Grocka|4|505|05/01/2023|752.5350000000001
Grocka|4|506|06/01/2023|617.86
Grocka|4.5|001|01/01/2018|0
Grocka|4.5|002|02/01/2018|0
Grocka|4.5|003|03/01/2018|512.99
Grocka|4.5|004|04/01/2018|512.99
Grocka|4.5|005|05/01/2018|501.63
Grocka|4.5|006|06/01/2018|492.21500000000003
Grocka|4.5|007|07/01/2018|494.16
Grocka|4.5|008|08/01/2018|455.25
Grocka|4.5|009|09/01/2018|455.25
Grocka|4.5|010|10/01/2018|455.25
Grocka|4.5|011|11/01/2018|454.54
Grocka|4.5|012|12/01/2018|454.54
Grocka|4.5|101|01/01/2019|454.54
Grocka|4.5|102|02/01/2019|454.54
Grocka|4.5|103|03/01/2019|454.54
Grocka|4.5|104|04/01/2019|454.54
Grocka|4.5|105|05/01/2019|454.54
Grocka|4.5|106|06/01/2019|0
Grocka|4.5|107|07/01/2019|0
Grocka|4.5|108|08/01/2019|0
Grocka|4.5|109|09/01/2019|0
Grocka|4.5|110|10/01/2019|0
Grocka|4.5|111|11/01/2019|0
Grocka|4.5|112|12/01/2019|0
Grocka|4.5|201|01/01/2020|0
Grocka|4.5|202|02/01/2020|0
Grocka|4.5|203|03/01/2020|0
Grocka|4.5|204|04/01/2020|0
Grocka|4.5|205|05/01/2020|0
Grocka|4.5|206|06/01/2020|354.43
Grocka|4.5|207|07/01/2020|354.43
Grocka|4.5|208|08/01/2020|0
Grocka|4.5|209|09/01/2020|0
Grocka|4.5|210|10/01/2020|0
Grocka|4.5|211|11/01/2020|0
Grocka|4.5|212|12/01/2020|0
Grocka|4.5|301|01/01/2021|0
Grocka|4.5|302|02/01/2021|0
Grocka|4.5|303|03/01/2021|0
Grocka|4.5|304|04/01/2021|0
Grocka|4.5|305|05/01/2021|0
Grocka|4.5|306|06/01/2021|0
Grocka|4.5|307|07/01/2021|0
Grocka|4.5|308|08/01/2021|0
Grocka|4.5|309|09/01/2021|0
Grocka|4.5|310|10/01/2021|0
Grocka|4.5|311|11/01/2021|0
Grocka|4.5|312|12/01/2021|1100
Grocka|4.5|401|01/01/2022|1100
Grocka|4.5|402|02/01/2022|1100
Grocka|4.5|403|03/01/2022|1150
Grocka|4.5|404|04/01/2022|1200
Grocka|4.5|405|05/01/2022|1200
Grocka|4.5|406|06/01/2022|0
Grocka|4.5|407|07/01/2022|0
Grocka|4.5|408|08/01/2022|0
Grocka|4.5|409|09/01/2022|0
Grocka|4.5|410|10/01/2022|0
Grocka|4.5|411|11/01/2022|0
Grocka|4.5|412|12/01/2022|0
Grocka|4.5|501|01/01/2023|0
Grocka|4.5|502|02/01/2023|0
Grocka|4.5|503|03/01/2023|0
Grocka|4.5|504|04/01/2023|0
Grocka|4.5|505|05/01/2023|0
Grocka|4.5|506|06/01/2023|0
Grocka|5|001|01/01/2018|416.67
Grocka|5|002|02/01/2018|416.67
Grocka|5|003|03/01/2018|416.67
Grocka|5|004|04/01/2018|0
Grocka|5|005|05/01/2018|0
Grocka|5|006|06/01/2018|0
Grocka|5|007|07/01/2018|0
Grocka|5|008|08/01/2018|0
Grocka|5|009|09/01/2018|0
Grocka|5|010|10/01/2018|0
Grocka|5|011|11/01/2018|0
Grocka|5|012|12/01/2018|0
Grocka|5|101|01/01/2019|425.56
Grocka|5|102|02/01/2019|425.56
Grocka|5|103|03/01/2019|0
Grocka|5|104|04/01/2019|0
Grocka|5|105|05/01/2019|0
Grocka|5|106|06/01/2019|0
Grocka|5|107|07/01/2019|0
Grocka|5|108|08/01/2019|0
Grocka|5|109|09/01/2019|0
Grocka|5|110|10/01/2019|0
Grocka|5|111|11/01/2019|0
Grocka|5|112|12/01/2019|425.56
Grocka|5|201|01/01/2020|425.56
Grocka|5|202|02/01/2020|425.56
Grocka|5|203|03/01/2020|425.56
Grocka|5|204|04/01/2020|402.8
Grocka|5|205|05/01/2020|380.04
Grocka|5|206|06/01/2020|380.04
Grocka|5|207|07/01/2020|380.04
Grocka|5|208|08/01/2020|380.04
Grocka|5|209|09/01/2020|380.04
Grocka|5|210|10/01/2020|728.3050000000001
Grocka|5|211|11/01/2020|0
Grocka|5|212|12/01/2020|0
Grocka|5|301|01/01/2021|0
Grocka|5|302|02/01/2021|0
Grocka|5|303|03/01/2021|0
Grocka|5|304|04/01/2021|0
Grocka|5|305|05/01/2021|0
Grocka|5|306|06/01/2021|0
Grocka|5|307|07/01/2021|0
Grocka|5|308|08/01/2021|0
Grocka|5|309|09/01/2021|0
Grocka|5|310|10/01/2021|0
Grocka|5|311|11/01/2021|0
Grocka|5|312|12/01/2021|0
Grocka|5|401|01/01/2022|0
Grocka|5|402|02/01/2022|0
Grocka|5|403|03/01/2022|718.39
Grocka|5|404|04/01/2022|0
Grocka|5|405|05/01/2022|0
Grocka|5|406|06/01/2022|0
Grocka|5|407|07/01/2022|0
Grocka|5|408|08/01/2022|0
Grocka|5|409|09/01/2022|0
Grocka|5|410|10/01/2022|0
Grocka|5|411|11/01/2022|0
Grocka|5|412|12/01/2022|0
Grocka|5|501|01/01/2023|0
Grocka|5|502|02/01/2023|1208.33
Grocka|5|503|03/01/2023|0
Grocka|5|504|04/01/2023|1208.33
Grocka|5|505|05/01/2023|0
Grocka|5|506|06/01/2023|1490.33
Lazarevac|0.5|001|01/01/2018|750
Lazarevac|0.5|002|02/01/2018|807.69
Lazarevac|0.5|003|03/01/2018|793.0366666666667
Lazarevac|0.5|004|04/01/2018|807.69
Lazarevac|0.5|005|05/01/2018|807.69
Lazarevac|0.5|006|06/01/2018|807.69
Lazarevac|0.5|007|07/01/2018|807.69
Lazarevac|0.5|008|08/01/2018|807.69
Lazarevac|0.5|009|09/01/2018|807.69
Lazarevac|0.5|010|10/01/2018|807.69
Lazarevac|0.5|011|11/01/2018|807.69
Lazarevac|0.5|012|12/01/2018|807.69
Lazarevac|0.5|101|01/01/2019|807.69
Lazarevac|0.5|102|02/01/2019|807.69
Lazarevac|0.5|103|03/01/2019|807.69
Lazarevac|0.5|104|04/01/2019|807.69
Lazarevac|0.5|105|05/01/2019|807.69
Lazarevac|0.5|106|06/01/2019|807.69
Lazarevac|0.5|107|07/01/2019|807.69
Lazarevac|0.5|108|08/01/2019|807.69
Lazarevac|0.5|109|09/01/2019|807.69
Lazarevac|0.5|110|10/01/2019|807.69
Lazarevac|0.5|111|11/01/2019|807.69
Lazarevac|0.5|112|12/01/2019|807.69
Lazarevac|0.5|201|01/01/2020|807.69
Lazarevac|0.5|202|02/01/2020|807.69
Lazarevac|0.5|203|03/01/2020|807.69
Lazarevac|0.5|204|04/01/2020|0
Lazarevac|0.5|205|05/01/2020|838.6300000000001
Lazarevac|0.5|206|06/01/2020|725.49
Lazarevac|0.5|207|07/01/2020|807.69
Lazarevac|0.5|208|08/01/2020|807.69
Lazarevac|0.5|209|09/01/2020|807.69
Lazarevac|0.5|210|10/01/2020|807.69
Lazarevac|0.5|211|11/01/2020|0
Lazarevac|0.5|212|12/01/2020|807.69
Lazarevac|0.5|301|01/01/2021|807.69
Lazarevac|0.5|302|02/01/2021|0
Lazarevac|0.5|303|03/01/2021|0
Lazarevac|0.5|304|04/01/2021|0
Lazarevac|0.5|305|05/01/2021|0
Lazarevac|0.5|306|06/01/2021|0
Lazarevac|0.5|307|07/01/2021|0
Lazarevac|0.5|308|08/01/2021|0
Lazarevac|0.5|309|09/01/2021|0
Lazarevac|0.5|310|10/01/2021|0
